Title: 350 micron Polarimetry from the Caltech Submillimeter Observatory  
Authors: Dotson J.L., Vaillancourt J.E., Kirby L., Dowell C.D., Hildebrand R.H.,
         Davidson J.A.
Table: Data
================================================================================
Byte-by-byte Description of file: apjs333144t2_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units  Label Explanations
--------------------------------------------------------------------------------
   1- 15 A15    ---    Name  Object name
  17- 20 I4     arcsec oRA   Right Ascension offset from center 
  22- 25 I4     arcsec oDE   Declination offset from center
  27- 31 F5.1   pix    oX    X pixel offset from center (1) 
  33- 37 F5.1   pix    oY    Y pixel offset from center (1)
  39- 43 F5.2   %      P     Polarization magnitude
  45- 49 F5.2   %    e_P     Uncertainty in P
  51- 55 F5.1   deg    PA    Polarization position angle; degrees east of north
  57- 62 F6.1   deg  e_PA    Uncertainty in PA
  64- 69 F6.1   Jy     Int   Source intensity in units of Jy/beam
  71- 74 F4.1   Jy   e_Int   Uncertainty in Int in units of Jy/beam
  76- 78 I3     ---    Num   Number of measurements
--------------------------------------------------------------------------------
Note (1): oX is parallel to RA, except M17 is 16 degrees CW from RA and M82 
          is 24 degrees CW from RA.  oY is parallel to Dec, except M17 is 
          16 degrees CW from Dec and M82 is 24 degrees CW from Dec. Pixel 
          offsets in the x- and y-directions are given in units of the pixel
          center-to-center spacing, 17.8 arcseconds. Right Ascension and 
          Declination offsets are calculated using this spacing and are 
          rounded to the nearest arcsecond; offsets are given with respect to 
NGC_1333          36   37   2.0   2.1 12.92 12.32 174.9   27.6    8.0  0.8   8 
NGC_1333          54  -34   3.0  -1.9  4.34  7.28  91.8   48.2   10.1  0.7   7 
NGC_1333          54  -16   3.0  -0.9 14.10  8.01 143.0   15.9    8.9  0.7   8 
NGC_1333          54    1   3.0   0.1  7.58  8.77 143.5   33.3   18.4  2.4   8 
NGC_1333          54   19   3.0   1.1 37.54 28.72  20.1   21.6    3.8  0.5   7 
NGC_1333        -142 -124  -8.0  -6.9 73.57 33.65   0.8   13.0    6.9  1.7   3 
NGC_1333        -142 -106  -8.0  -5.9 17.60 17.39 169.1   28.8   16.8  2.0   3 
NGC_1333        -142  -88  -8.0  -4.9  6.92 16.29  78.9   70.9   13.2  1.7   3 
NGC_1333        -142  -70  -8.0  -3.9 13.40 21.90 125.3   46.3    8.7  1.4   3 
NGC_1333        -124 -124  -7.0  -6.9 15.23 21.90 146.5   40.5   11.2  2.0   3 
NGC_1333        -124 -106  -7.0  -5.9 24.80 12.63  45.1   14.6   17.3  2.0   3 
NGC_1333        -124  -88  -7.0  -4.9  8.96  9.58 105.2   30.5   19.5  1.6   3 
NGC_1333        -124  -70  -7.0  -3.9 23.26 20.28 115.7   24.5    9.7  1.1   3 
NGC_1333        -124  -52  -7.0  -2.9 12.53 23.78 123.9   52.6    7.8  1.6   3 
NGC_1333        -107 -141  -6.0  -7.9 15.33 17.39  47.1   32.4    9.2  1.5   3 
NGC_1333        -107 -124  -6.0  -6.9 16.34 17.82  61.1   31.0   10.6  1.8   3 
NGC_1333        -107 -106  -6.0  -5.9  7.76  8.51  88.7   31.4   32.2  2.5   3 
NGC_1333        -107  -88  -6.0  -4.9  6.18  4.76 169.6   22.3   47.3  2.2   3 
NGC_1333        -107  -70  -6.0  -3.9 21.11 16.08  32.5   21.0   12.7  1.5   3 
NGC_1333        -107  -52  -6.0  -2.9 45.62 24.86 115.6   13.9    9.8  2.0   3 
NGC_1333         -89 -141  -5.0  -7.9 31.50 20.42 137.5   18.7   11.2  1.8   3 
NGC_1333         -89 -124  -5.0  -6.9 20.71 13.63 114.4   18.3   13.2  1.3   3 
NGC_1333         -89 -106  -5.0  -5.9 25.31 16.36 168.0   17.7   44.6  5.6   3 
NGC_1333         -89  -88  -5.0  -4.9  8.61  9.43 160.7   32.0   20.4  1.7   3 
NGC_1333         -89  -70  -5.0  -3.9 23.12 13.61  93.3   16.7   19.4  2.6   3 
NGC_1333         -89  -52  -5.0  -2.9  9.18 38.03  47.7  121.8    5.4  1.3   3 
NGC_1333         -71 -141  -4.0  -7.9 42.95 33.81  50.5   22.2    5.3  1.3   3 
NGC_1333         -71 -124  -4.0  -6.9  0.35 17.81  29.9 1358.1   10.9  1.6   3 
NGC_1333         -71 -106  -4.0  -5.9  4.10 13.77  38.2   96.7   13.9  1.9   3 
NGC_1333         -71  -88  -4.0  -4.9 39.06 25.80  21.2   17.2    8.7  1.4   3 
NGC_1333         -71  -70  -4.0  -3.9 23.71 18.13 137.4   21.9   10.9  1.6   3 
NGC_1333         -71  -52  -4.0  -2.9 22.04 17.39 170.4   22.9   10.8  1.6   3 
NGC_1333         -53 -124  -3.0  -6.9 33.63 24.03  49.0   20.8    7.3  1.3   3 
NGC_1333         -53 -106  -3.0  -5.9 26.71 22.67  18.0   23.1    9.7  1.5   3 
NGC_1333         -53  -88  -3.0  -4.9 43.89 27.15  70.2   17.6   11.1  1.9   3 
NGC_1333         -53  -70  -3.0  -3.9 11.61 18.55  83.4   45.6   10.1  1.2   3 
NGC_1333          49 -203   2.8 -11.4  1.53  4.96 115.1   94.7    8.8  0.6   9 
NGC_1333          49 -186   2.8 -10.4  4.55  2.92 127.6   18.4   10.5  0.2  21 
NGC_1333          49 -168   2.8  -9.4  6.23  2.61 109.4   11.9   12.1  0.2  22 
NGC_1333          49 -150   2.8  -8.4  1.04  2.88  94.5   79.8   11.2  0.2  22 
NGC_1333          49 -132   2.8  -7.4  7.96  5.24  63.7   18.7    9.3  0.3  13 
NGC_1333          67 -221   3.8 -12.4  1.62  6.05  21.1  108.9    8.2  0.5   9 
NGC_1333          67 -203   3.8 -11.4  3.34  3.46  88.0   29.6   10.1  0.2  21 
NGC_1333          67 -186   3.8 -10.4  1.69  2.19 167.5   36.9   15.6  0.3  22 
NGC_1333          67 -168   3.8  -9.4  0.52  1.73  33.5   94.5   16.7  0.2  23 
NGC_1333          67 -150   3.8  -8.4  3.79  2.14 100.7   16.1   14.9  0.2  23 
NGC_1333          67 -132   3.8  -7.4  1.16  2.48 147.5   61.1   14.0  0.2  23 
NGC_1333          67 -114   3.8  -6.4 10.29  2.76  60.9    7.6   14.0  0.4  14 
NGC_1333          85 -221   4.8 -12.4  3.02  4.39  32.2   41.6    9.7  0.5   9 
NGC_1333          85 -203   4.8 -11.4  3.82  2.21  56.9   16.7   13.3  0.2  21 
NGC_1333          85 -186   4.8 -10.4  1.00  1.78 140.0   51.1   17.9  0.2  23 
NGC_1333          85 -168   4.8  -9.4  0.95  1.02 144.6   30.6   34.6  0.2  23 
NGC_1333          85 -150   4.8  -8.4  0.61  0.82 113.2   38.9   47.3  0.2  23 
NGC_1333          85 -132   4.8  -7.4  1.39  1.55  39.3   32.0   21.5  0.2  23 
NGC_1333          85 -114   4.8  -6.4  6.75  3.46  82.7   14.7   13.0  0.3  14 
NGC_1333         103 -221   5.8 -12.4 10.72  6.46  86.9   17.4   11.9  0.6   9 
NGC_1333         103 -203   5.8 -11.4  2.67  2.16   8.1   23.2   17.0  0.3  21 
NGC_1333         103 -186   5.8 -10.4  1.60  1.04 153.9   18.3   34.2  0.3  22 
NGC_1333         103 -168   5.8  -9.4  1.22  0.74 167.1   17.4   54.0  0.4  22 
NGC_1333         103 -150   5.8  -8.4  1.59  0.79 151.2   14.3   35.2  0.2  22 
NGC_1333         103 -132   5.8  -7.4  0.20  1.86 118.9  266.9   16.3  0.2  23 
NGC_1333         103 -114   5.8  -6.4  5.19  5.51  41.3   30.6    8.4  0.3  14 
NGC_1333         120 -221   6.8 -12.4  2.73  4.68  59.4   48.3    9.1  0.5   9 
NGC_1333         120 -203   6.8 -11.4  4.80  2.27  65.2   13.5   13.6  0.2  21 
NGC_1333         120 -186   6.8 -10.4  0.78  1.11 149.9   40.9   26.5  0.2  23 
NGC_1333         120 -168   6.8  -9.4  2.09  1.21  61.9   16.5   24.4  0.2  23 
NGC_1333         120 -150   6.8  -8.4  5.29  2.19 114.7   11.8   16.8  0.2  22 
NGC_1333         120 -132   6.8  -7.4  4.29  1.93  55.7   12.9   17.4  0.2  23 
NGC_1333         120 -114   6.8  -6.4  5.56  4.82  57.7   24.3    9.9  0.4  14 
NGC_1333         138 -203   7.8 -11.4  5.78  3.78  80.4   18.5   12.8  0.5   9 
NGC_1333         138 -186   7.8 -10.4  4.35  2.16 115.5   14.3   13.7  0.2  22 
NGC_1333         138 -168   7.8  -9.4  2.55  1.78   7.8   20.1   21.2  0.4  23 
NGC_1333         138 -150   7.8  -8.4  6.15  2.48  38.3   11.8   19.6  0.3  23 
NGC_1333         138 -132   7.8  -7.4  4.41  6.03  55.0   39.1   10.1  0.3  13 
L1551            -53  -18  -3.0  -1.0 11.29  9.39 137.3   23.7    9.7  1.3   5 
L1551            -53    0  -3.0   0.0 20.68 13.45  89.3   18.6    5.6  0.9   9 
L1551            -53   18  -3.0   1.0 18.50 15.12 172.8   23.9    5.2  0.8   9 
L1551            -53   36  -3.0   2.0 11.52 16.76  23.9   41.2    5.2  0.9   8 
L1551            -36  -36  -2.0  -2.0  7.73 12.79  78.1   47.9    7.6  1.2   5 
L1551            -36  -18  -2.0  -1.0 12.09  5.36 118.0   13.0   10.5  0.5  13 
L1551            -36    0  -2.0   0.0  9.22  3.55  54.8   10.9   14.4  0.4  15 
L1551            -36   18  -2.0   1.0  4.59  3.91 178.6   24.3   12.2  0.4  15 
L1551            -36   36  -2.0   2.0  3.27  4.22   1.3   37.0   11.7  0.5  15 
L1551            -36   53  -2.0   3.0 23.25 11.73  66.9   13.7    6.6  0.8  10 
L1551            -18  -36  -1.0  -2.0  2.48  4.16  40.7   48.3   15.0  0.7   9 
L1551            -18  -18  -1.0  -1.0  4.16  2.27  57.8   15.5   21.9  0.4  15 
L1551            -18    0  -1.0   0.0  1.54  1.57 178.2   29.2   31.6  0.4  15 
L1551            -18   18  -1.0   1.0  3.96  2.32  93.4   16.8   20.8  0.5  15 
L1551            -18   36  -1.0   2.0  2.66  3.00  79.1   32.8   16.4  0.5  15 
L1551            -18   53  -1.0   3.0  5.38  4.65  27.3   25.4   14.6  0.7  14 
L1551             -0  -36   0.0  -2.0  4.27  3.15 142.7   20.7   20.5  0.8   9 
L1551             -0  -18   0.0  -1.0  1.08  1.11  50.2   29.4   42.0  0.5  15 
L1551              0    0   0.0   0.0  1.11  0.57  44.1   14.7   95.0  0.6  15 
L1551              0   18   0.0   1.0  3.74  1.45  25.2   11.0   37.6  0.5  15 
L1551              0   36   0.0   2.0  2.47  2.97 119.5   35.0   18.4  0.6  15 
L1551              0   53   0.0   3.0  4.15  4.13 172.2   28.2   14.1  0.6  14 
L1551              0   71   0.0   4.0  3.00 12.18 100.1  124.0    8.1  1.5   6 
L1551             18  -36   1.0  -2.0  2.04  3.96  73.7   55.5   15.1  0.8   9 
L1551             18  -18   1.0  -1.0  1.43  2.24  20.0   45.7   22.4  0.5  15 
L1551             18   -0   1.0   0.0  1.69  2.22 107.0   38.0   24.0  0.5  15 
L1551             18   18   1.0   1.0  3.73  2.66  20.0   20.3   21.9  0.6  14 
L1551             18   36   1.0   2.0  4.04  3.47 151.9   24.5   13.7  0.5  15 
L1551             18   53   1.0   3.0 11.11  5.84  43.1   15.1    7.6  0.5  14 
L1551             36  -36   2.0  -2.0 10.53  6.59  31.9   18.1   12.8  1.1   5 
L1551             36  -18   2.0  -1.0  8.29  4.33 114.4   15.1   14.1  0.6  11 
L1551             36   -0   2.0   0.0  1.70  3.40  78.7   57.1   14.7  0.5  15 
L1551             36   18   2.0   1.0  7.91  3.64  37.7   13.3   14.0  0.6  15 
L1551             36   36   2.0   2.0  5.03  5.46 130.4   31.1    9.4  0.5  14 
L1551             36   53   2.0   3.0 10.03  8.66  36.3   24.6    6.7  0.6  10 
L1551             53  -18   3.0  -1.0  5.32 10.06  26.6   57.1    8.8  1.2   4 
L1551             53   -0   3.0   0.0  1.98  4.85  80.7   69.4   12.8  0.9   6 
L1551             53   18   3.0   1.0  9.12  6.34  69.4   19.8   14.6  1.1   6 
L1551             53   36   3.0   2.0 13.49  6.67 157.8   13.4   12.6  1.0   6 
IRAS_05327-0457  -36  -18  -2.0  -1.0  3.36  0.85 179.4    7.2   23.9  4.3  14 
IRAS_05327-0457  -36    0  -2.0   0.0  1.90  0.70   1.7   12.6   24.9  4.2  14 
IRAS_05327-0457  -36   18  -2.0   1.0  2.13  0.82 151.4   11.0   21.7  4.2  14 
IRAS_05327-0457  -18  -53  -1.0  -3.0  2.09  0.95 137.9   13.0   18.4  5.6  14 
IRAS_05327-0457  -18  -36  -1.0  -2.0  5.13  1.27 174.2    7.1   21.3  4.6  14 
IRAS_05327-0457  -18  -18  -1.0  -1.0  1.17  0.81 126.9   19.8   21.3  5.3  14 
IRAS_05327-0457  -18    0  -1.0   0.0  0.35  0.83 111.8   67.8   23.1  4.0  14 
IRAS_05327-0457  -18   18  -1.0   1.0  1.20  0.83 151.5   19.7   22.8  5.0  14 
IRAS_05327-0457  -18   36  -1.0   2.0  1.81  0.95 173.4   15.0   23.4  4.9  14 
IRAS_05327-0457   -0  -53   0.0  -3.0  7.06  1.24 157.8    5.0   17.0  4.7  14 
IRAS_05327-0457   -0  -36   0.0  -2.0  3.19  0.73 150.3    6.6   21.6  4.6  14 
IRAS_05327-0457   -0  -18   0.0  -1.0  2.88  1.64 162.0   17.5   24.3  5.3  14 
IRAS_05327-0457    0    0   0.0   0.0  2.41  0.75 123.8    8.9   24.0  5.0  14 
IRAS_05327-0457    0   18   0.0   1.0  2.61  0.80 117.1    8.8   20.0  5.1  14 
IRAS_05327-0457    0   36   0.0   2.0  2.78  0.85 118.3    8.7   20.2  4.7  14 
IRAS_05327-0457   18  -53   1.0  -3.0  5.11  2.07 138.1   10.8   16.0  4.3  14 
IRAS_05327-0457   18  -36   1.0  -2.0  5.80  1.38 143.6    6.8   18.6  5.4  14 
IRAS_05327-0457   18  -18   1.0  -1.0  5.08  0.84 129.4    4.7   20.1  5.8  14 
IRAS_05327-0457   18   -0   1.0   0.0  4.63  1.44 130.9    9.2   21.4  5.2  14 
IRAS_05327-0457   18   18   1.0   1.0  5.97  0.97 146.2    4.6   19.8  5.6  14 
IRAS_05327-0457   18   36   1.0   2.0  2.90  0.97 131.1    9.6   19.0  5.1  14 
IRAS_05327-0457   36  -53   2.0  -3.0  2.61  1.38 139.6   15.0   13.4  0.3  12 
IRAS_05327-0457   36  -36   2.0  -2.0  4.37  1.24 134.3    8.2   17.0  4.9  14 
IRAS_05327-0457   36  -18   2.0  -1.0  6.07  1.11 133.5    5.2   18.2  5.0  14 
IRAS_05327-0457   36   -0   2.0   0.0  4.49  1.17 125.7    6.9   17.8  5.0  14 
IRAS_05327-0457   36   18   2.0   1.0  3.61  1.91 137.5   15.1   17.8  5.0  14 
IRAS_05327-0457   36   36   2.0   2.0  2.18  1.17 146.7   15.5   13.7  0.2  12 
IRAS_05327-0457   53  -36   3.0  -2.0  3.85  1.07 141.0    8.0   17.0  0.3  12 
IRAS_05327-0457   53  -18   3.0  -1.0  5.96  1.00 137.9    4.8   13.0  0.2  12 
IRAS_05327-0457   53   -0   3.0   0.0  7.52  1.38 146.1    5.2   13.9  0.2  12 
IRAS_05327-0457   53   18   3.0   1.0  5.39  1.18 143.3    6.2   12.6  0.2  12 
OMC-1           -125  -36  -7.0  -2.0  2.09  0.48   9.5    6.7  146.6  2.2   5 
OMC-1           -125  -18  -7.0  -1.0  2.35  0.32  19.7    4.0  158.1  1.1  10 
OMC-1           -125    0  -7.0   0.0  2.11  0.43  40.4    5.9  121.0  1.2  10 
OMC-1           -125   18  -7.0   1.0  3.84  0.51  41.7    3.8  108.3  1.1  10 
OMC-1           -125   36  -7.0   2.0  4.32  0.86  36.5    5.7   94.9  2.1   5 
OMC-1           -107  -53  -6.0  -3.0  2.31  0.53   6.0    6.5  131.0  2.3   5 
OMC-1           -107  -36  -6.0  -2.0  2.20  0.30  13.9    3.8  171.7  1.1  10 
OMC-1           -107  -18  -6.0  -1.0  2.39  0.29  21.1    3.4  178.6  1.1  10 
OMC-1           -107    0  -6.0   0.0  3.27  0.34  35.5    3.0  141.0  1.1  10 
OMC-1           -107   18  -6.0   1.0  3.61  0.38  31.7    3.0  131.6  1.0  10 
OMC-1           -107   36  -6.0   2.0  4.13  0.40  36.6    2.8  139.8  1.1  10 
OMC-1           -107   53  -6.0   3.0  5.07  0.61  39.0    3.4  148.0  2.2   5 
OMC-1            -89  -53  -5.0  -3.0  1.96  0.44  19.2    6.5  176.7  2.3   5 
OMC-1            -89  -36  -5.0  -2.0  2.22  0.25  20.6    3.2  199.0  1.1  10 
OMC-1            -89  -18  -5.0  -1.0  2.79  0.25  22.7    2.5  203.9  1.1  10 
OMC-1            -89    0  -5.0   0.0  2.34  0.37  31.3    5.6  147.4  1.0  16 
OMC-1            -89   18  -5.0   1.0  2.83  0.27  35.0    2.8  168.0  1.2  16 
OMC-1            -89   36  -5.0   2.0  3.42  0.39  36.8    2.4  168.2  1.2  16 
OMC-1            -89   53  -5.0   3.0  3.37  0.56  35.8    4.8  141.9  1.0  11 
OMC-1            -71  -53  -4.0  -3.0  2.23  0.32  18.6    4.2  244.9  2.4   5 
OMC-1            -71  -36  -4.0  -2.0  2.66  0.21  27.9    2.2  248.9  1.1  10 
OMC-1            -71  -18  -4.0  -1.0  2.81  0.18  28.8    1.8  223.9  1.2  16 
OMC-1            -71    0  -4.0   0.0  3.13  0.18  32.0    1.6  226.4  0.7  22 
OMC-1            -71   18  -4.0   1.0  3.05  0.16  34.4    1.5  258.0  0.7  22 
OMC-1            -71   36  -4.0   2.0  2.97  0.18  42.8    1.8  229.1  0.7  22 
OMC-1            -71   53  -4.0   3.0  3.66  0.31  43.6    2.4  181.9  1.1  17 
OMC-1            -71   71  -4.0   4.0  3.08  1.39  32.0   12.9  138.2  1.9   6 
OMC-1            -53  -53  -3.0  -3.0  2.80  0.23  19.6    2.4  290.0  2.2   5 
OMC-1            -53  -36  -3.0  -2.0  2.64  0.07  21.5    0.7  400.8  5.7  31 
OMC-1            -53  -18  -3.0  -1.0  2.89  0.06  27.4    0.6  354.3  1.1  71 
OMC-1            -53    0  -3.0   0.0  3.03  0.07  31.7    0.5  392.4  1.1  71 
OMC-1            -53   18  -3.0   1.0  2.86  0.05  36.3    0.8  384.2  1.1  70 
OMC-1            -53   36  -3.0   2.0  2.83  0.11  38.5    1.1  325.3  1.2  50 
OMC-1            -53   53  -3.0   3.0  3.11  0.26  37.3    2.3  254.0  1.2  17 
OMC-1            -53   71  -3.0   4.0  4.47  0.75  44.0    4.8  185.9  0.9  12 
OMC-1            -36  -53  -2.0  -3.0  1.85  0.08  23.1    1.3  563.2  5.3  24 
OMC-1            -36  -36  -2.0  -2.0  2.64  0.04  27.1    0.4  544.9  0.9  70 
OMC-1            -36  -18  -2.0  -1.0  2.94  0.04  28.6    0.4  551.6  0.9 111 
OMC-1            -36    0  -2.0   0.0  3.03  0.04  31.5    0.3  540.4  0.8 115 
OMC-1            -36   18  -2.0   1.0  2.53  0.05  35.1    0.5  516.8  0.7 113 
OMC-1            -36   36  -2.0   2.0  2.42  0.08  38.2    0.9  451.0  0.8  93 
OMC-1            -36   53  -2.0   3.0  2.39  0.12  42.5    1.0  368.8  2.4  44 
OMC-1            -36   71  -2.0   4.0  3.56  0.61  46.4    4.9  215.7  1.1  12 
OMC-1            -18  -71  -1.0  -4.0  2.22  0.11  38.0    1.5 1022.2 20.3   3 
OMC-1            -18  -53  -1.0  -3.0  3.16  0.09  26.8    1.1  696.1  8.9  38 
OMC-1            -18  -36  -1.0  -2.0  3.13  0.04  27.6    0.5  797.1  1.0  90 
OMC-1            -18  -18  -1.0  -1.0  2.62  0.05  26.2    0.7 1021.4  1.0 110 
OMC-1            -18    0  -1.0   0.0  2.13  0.06  27.7    0.7 1025.2  1.4 115 
OMC-1            -18   18  -1.0   1.0  2.13  0.05  33.7    0.7  823.7  0.9 114 
OMC-1            -18   36  -1.0   2.0  2.03  0.06  37.5    0.8  616.7  0.7 111 
OMC-1            -18   53  -1.0   3.0  2.20  0.07  39.8    0.9  465.9  0.9  72 
OMC-1            -18   71  -1.0   4.0  2.44  0.21  41.3    2.5  319.3  4.4  16 
OMC-1             -0  -71   0.0  -4.0  2.56  0.16  19.6    1.8  878.0 22.1   3 
OMC-1             -0  -53   0.0  -3.0  3.39  0.09  25.6    0.6  694.9  5.6  39 
OMC-1             -0  -36   0.0  -2.0  3.63  0.06  26.2    0.4  729.7  1.3  93 
OMC-1             -0  -18   0.0  -1.0  2.14  0.06  30.4    0.7 1272.4  3.3 108 
OMC-1              0    0   0.0   0.0  1.06  0.05  32.9    1.2 2100.0  2.8 113 
OMC-1              0   18   0.0   1.0  1.59  0.07  33.1    0.9 1295.8  1.6 115 
OMC-1              0   36   0.0   2.0  2.12  0.07  36.7    1.0  746.6  0.7 112 
OMC-1              0   53   0.0   3.0  2.24  0.07  35.2    0.6  501.4  0.9  76 
OMC-1              0   71   0.0   4.0  2.05  0.14  40.9    1.8  390.8  2.2  14 
OMC-1             18  -71   1.0  -4.0  2.54  0.32  25.8    3.6  408.8 13.0   3 
OMC-1             18  -53   1.0  -3.0  3.11  0.05  26.0    0.5  486.1  5.0  39 
OMC-1             18  -36   1.0  -2.0  3.21  0.07  26.8    0.6  544.7  1.0  94 
OMC-1             18  -18   1.0  -1.0  2.54  0.06  26.1    0.6  713.0  1.2 102 
OMC-1             18   -0   1.0   0.0  1.98  0.06  23.3    0.9  988.9  1.4 107 
OMC-1             18   18   1.0   1.0  2.45  0.07  21.6    0.8 1134.4  2.1 108 
OMC-1             18   36   1.0   2.0  1.85  0.04  28.6    0.8  969.9  1.1 104 
OMC-1             18   53   1.0   3.0  1.90  0.05  27.0    0.9  561.1  0.9  69 
OMC-1             18   71   1.0   4.0  1.78  0.12  28.1    1.9  528.9  3.9   8 
OMC-1             36  -71   2.0  -4.0  2.10  0.30  17.3    4.0  295.6 12.1   3 
OMC-1             36  -53   2.0  -3.0  2.55  0.09  26.8    1.1  340.7  4.9  18 
OMC-1             36  -36   2.0  -2.0  2.67  0.09  22.9    0.9  404.4  1.3  64 
OMC-1             36  -18   2.0  -1.0  2.63  0.07  21.1    0.8  424.3  0.8 102 
OMC-1             36   -0   2.0   0.0  2.80  0.09  18.5    0.7  486.7  0.9 101 
OMC-1             36   18   2.0   1.0  3.00  0.05  13.1    0.5  521.0  0.9 102 
OMC-1             36   36   2.0   2.0  2.21  0.06  11.6    1.0  537.9  1.1  79 
OMC-1             36   53   2.0   3.0  1.81  0.07  13.7    1.2  483.0  2.0  36 
OMC-1             36   71   2.0   4.0  1.87  0.13  19.6    2.0  479.9  4.2   8 
OMC-1             53  -53   3.0  -3.0  2.23  0.37  16.2    4.8  243.1 18.1   4 
OMC-1             53  -36   3.0  -2.0  2.45  0.20  21.5    2.4  272.8  4.0  21 
OMC-1             53  -18   3.0  -1.0  2.57  0.12  22.3    1.3  298.4  1.2  50 
OMC-1             53   -0   3.0   0.0  2.52  0.16  15.7    1.6  323.0  1.2  57 
OMC-1             53   18   3.0   1.0  2.77  0.11  12.0    1.3  323.3  1.0  54 
OMC-1             53   36   3.0   2.0  2.84  0.07   8.8    1.0  329.0  1.6  40 
OMC-1             53   53   3.0   3.0  2.09  0.17   8.0    3.9  466.9  3.9  15 
OMC-1             53   71   3.0   4.0  1.77  0.22  24.7    3.5  407.1  6.7   4 
OMC-1             71  -18   4.0  -1.0  2.80  0.29  17.8    3.2  244.9 11.2   8 
OMC-1             71   -0   4.0   0.0  3.07  0.22  14.2    3.0  251.7 15.2  12 
OMC-1             71   18   4.0   1.0  3.04  0.52   7.0    5.8  228.0 10.4  12 
OMC-1             71   36   4.0   2.0  3.12  0.33   3.6    1.3  276.6  3.8  11 
OMC-1             71   53   4.0   3.0  2.66  0.16 175.9    4.3  308.6  5.1   7 
OMC-1             71   71   4.0   4.0  1.92  0.23 170.3    3.4  337.7  7.8   3 
OMC-1             89  -18   5.0  -1.0  3.51  0.29   5.3    2.4  188.9  6.0   3 
OMC-1             89   -0   5.0   0.0  3.38  0.26   3.3    2.2  193.0  7.0   3 
OMC-1             89   18   5.0   1.0  3.65  0.23 179.0    1.8  181.0  6.4   3 
OMC-1             89   36   5.0   2.0  3.82  0.48   0.1    3.6  216.3  6.9   3 
OMC-1             89   53   5.0   3.0  3.36  0.24 174.8    2.0  225.4  7.0   3 
OMC-1             89   71   5.0   4.0  3.34  0.29 170.5    2.4  215.4  7.3   3 
OMC-1            107  -18   6.0  -1.0  2.59  0.37   6.9    4.0  124.0  6.2   3 
OMC-1            107   -0   6.0   0.0  3.09  0.33   1.7    3.0  131.3  6.3   3 
OMC-1            107   18   6.0   1.0  3.44  0.30   0.6    2.5  147.2  6.4   3 
OMC-1            107   36   6.0   2.0  4.67  0.29 180.0    1.8  177.4  7.3   3 
OMC-1            107   53   6.0   3.0  4.05  0.29 176.8    2.1  177.2  7.0   3 
OMC-1            107   71   6.0   4.0  3.86  0.37 172.2    2.8  156.7  6.0   3 
OMC-1            125  -18   7.0  -1.0  3.18  0.40   4.3    3.5   99.6  5.6   3 
OMC-1            125   -0   7.0   0.0  2.50  0.41 177.6    4.8  109.3  5.9   3 
OMC-1            125   18   7.0   1.0  2.59  0.35   5.6    3.7  113.4  5.8   3 
OMC-1            125   36   7.0   2.0  4.15  0.35 179.3    2.4  131.7  6.6   3 
OMC-1            125   53   7.0   3.0  3.41  0.48 171.8    4.1  132.8  6.7   3 
OMC-1            125   71   7.0   4.0  3.09  0.40   2.2    3.7  117.9  6.4   3 
OMC-1            142   -0   8.0   0.0  3.52  0.42 178.4    3.4   93.4  5.0   3 
OMC-1            142   18   8.0   1.0  3.86  0.42   2.5    3.1   94.6  5.0   3 
OMC-1            142   36   8.0   2.0  5.60  0.49 177.4    2.5   97.2  6.3   3 
OMC-1            142   53   8.0   3.0  5.10  0.53 178.3    3.0   92.6  6.0   3 
OMC-1           -126 -173  -7.1  -9.7  7.14  2.03 158.2    8.2   25.2  1.2   3 
OMC-1           -126 -155  -7.1  -8.7  6.04  1.14 159.9    5.4   34.1  0.6   6 
OMC-1           -126 -138  -7.1  -7.7  4.69  0.87 174.8    5.3   51.9  0.9  12 
OMC-1           -126 -120  -7.1  -6.7  4.53  0.59 179.2    3.7   67.9  0.6  18 
OMC-1           -126 -102  -7.1  -5.7  3.10  1.30 173.9    6.0   75.9  0.8  15 
OMC-1           -126  -84  -7.1  -4.7  3.45  0.78   1.0    6.5   81.8  0.8  12 
OMC-1           -126  -66  -7.1  -3.7  1.97  1.01   2.3   14.7   89.3  1.8   6 
OMC-1           -108 -191  -6.1 -10.7  7.40  1.80 158.5    7.0   26.8  1.1   3 
OMC-1           -108 -173  -6.1  -9.7  6.96  1.03 171.5    4.2   32.0  0.6   6 
OMC-1           -108 -155  -6.1  -8.7  4.72  1.09 154.4    7.4   49.1  0.8  12 
OMC-1           -108 -138  -6.1  -7.7  3.94  1.32 164.2    6.8   60.6  0.6  18 
OMC-1           -108 -120  -6.1  -6.7  3.08  0.49 169.1    4.6   78.0  0.6  18 
OMC-1           -108 -102  -6.1  -5.7  1.84  0.41 175.1    6.3   87.6  0.6  18 
OMC-1           -108  -84  -6.1  -4.7  3.44  0.98 168.9    5.2   97.3  0.9  15 
OMC-1           -108  -66  -6.1  -3.7  3.42  0.56   3.2    4.7  118.2  0.9  12 
OMC-1           -108  -49  -6.1  -2.7  3.20  0.65  21.1    5.8  138.6  1.8   6 
OMC-1            -90 -191  -5.1 -10.7  5.52  1.48 155.0    7.7   33.2  1.3   3 
OMC-1            -90 -173  -5.1  -9.7  5.32  0.82 167.1    4.4   40.0  0.6   6 
OMC-1            -90 -155  -5.1  -8.7  3.71  0.55 159.8    4.2   61.1  0.8  12 
